DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2016.02.08-18.55.23, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=1.196399ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_935, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_B76FD1FA4C50F8162B82C988107967F__E80405EEE1E04D12B04708FE15771715AB8B9AB7, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=1748 bytes, Retrieved=true, Duration=0.070687ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_936, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_B76FD1FA4C50F8162__0D1A7C03E12B1394CF6B20BC1286FEE8A2AECEB0, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=637 bytes, Retrieved=true, Duration=0.060447ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_937, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_8A49F15341AC15FC81A7BDBEABC0786__45EE4B54503F444BEA8FD100138EBF7F27F95EDD, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=6548 bytes, Retrieved=true, Duration=0.105374ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_938, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_8A49F15341AC15FC8__7E8345DC7555AE406FA55CC1F1788523516729AA, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=2137 bytes, Retrieved=true, Duration=0.065405ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
H:/rd-srvhd2/Enseignement/Utilisateurs/gcote/Home/Documents/Unreal Projects/Incoming/Content/StarterContent/Maps/StarterMap.umap, AllOfLoadPackage_Duration=2919.963643ms, AllOfLoadPackage_HitCount=237, ResolveRedirectors_Duration=5.068354ms, ResolveRedirectors_HitCount=237, CacheForCookedPlatformData_Duration=194.290370ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.103388ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=3.386054ms, SavePackageCacheForCookedPlatformData_HitCount=13, SaveCookedPackage_Duration=648.362696ms, SaveCookedPackage_HitCount=12, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_939, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_D35A829C43F5953E459F40BAC5371__3A05FFC64661CEF6872426C5FA933F1D5A18EBD2, StartTime=2016.02.08-18.57.01, HierarchicalDDC, Duration=0.012219ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_62, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_D35A829C43F5953E459F40BAC5371__3A05FFC64661CEF6872426C5FA933F1D5A18EBD2, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=7196 bytes, Retrieved=true, Duration=30.262486ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_940, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_967562934F58E732A0036A89C5298__7F30EFD6A83B044AD51AE2512FB2C25EA024037A, StartTime=2016.02.08-18.57.01, HierarchicalDDC, Duration=30.208971ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_72, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_967562934F58E732A0036A89C5298__7F30EFD6A83B044AD51AE2512FB2C25EA024037A, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=7196 bytes, Retrieved=true, Duration=6.824642ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_941, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_7B6E6DEF47C837FCBF026A82651DF__C99FD1C11E08B9B7B780C441B27576FEFB4CDCD2, StartTime=2016.02.08-18.57.01, HierarchicalDDC, Duration=0.027087ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionId2013B68E4522F40886A28CA01AFEE968_81, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_D35A829C43F5953E459F40BAC5371__DEFB5BD758BE19AC347068532624A25B418BB280, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=1048841 bytes, Retrieved=true, Duration=16.963005ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_942, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_46EE60D34C49E255E6F8338C0E105__7E9381EBC33231215E13872DCEAB21145E4AEB90, StartTime=2016.02.08-18.57.01, HierarchicalDDC, Duration=8.108907ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_73, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_967562934F58E732A0036A89C5298__21FB20868561AD0779CE9FE2FAD7884C4F739AE9, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=1048841 bytes, Retrieved=true, Duration=13.479501ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_943, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EC0408E9421E7B4F601411BAB78A5__128DC0C9424BAFB844BC380369FA6F73892FC272, StartTime=2016.02.08-18.57.01, HierarchicalDDC, Duration=4.905838ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_944, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F621447F4EFC925575A2D59F31D07__95864F9F9CDC01F38C2431231D4A4B83E9C92ED5, StartTime=2016.02.08-18.57.01, HierarchicalDDC, Duration=0.009909ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_945, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_48AA15814A5E167A65291CB49EDD6102__52F9D89BA4CAA9186E6221C3948D3A01AD5D2C32, StartTime=2016.02.08-18.57.01, HierarchicalDDC, Duration=0.009578ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_946, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_EAA4FA6A4981EE17277A3CB594F8A62F__816A3624E8B6B7EF9AE93399EC10A132042CF8E6, StartTime=2016.02.08-18.57.01, HierarchicalDDC, Duration=0.009578ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_947, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_DBD3F3E9411F51683AF2D4AC86521F1A__A6C3C5006CA281B737FE2436A1D9B753852B955B, StartTime=2016.02.08-18.57.01, HierarchicalDDC, Duration=0.009581ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_948, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_17D593DC4BC574EA31D78EBB114671CD__F44AB7C0E57B51C3F523C06E92B864552A608DFE, StartTime=2016.02.08-18.57.01, HierarchicalDDC, Duration=0.009578ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_949, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_205485D542ACA02A1338BCA6A28AC8D5__0F96101729A34E5507CA2E180FBF467B11FEC3E2, StartTime=2016.02.08-18.57.01, HierarchicalDDC, Duration=0.016846ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_950, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_4973AE02410F17E9D55CB6994CC9865B__45B829EF79911466AD8E1FD49A96EC0C0E1765EC, StartTime=2016.02.08-18.57.01, HierarchicalDDC, Duration=0.009246ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_951, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_8C98590E47AA79BE06FB61BBDDD8DD2__B48DA7EE4060A371D03F03E71A3D788A832DD4F4, StartTime=2016.02.08-18.57.01, HierarchicalDDC, Duration=0.011560ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_952, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_D275E6194DA8266ED86A9A9BF3493D4__4AA56BEB9961AC392416CF760EB454910E007372, StartTime=2016.02.08-18.57.01, HierarchicalDDC, Duration=0.011560ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_953, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_B7477D134779551D4DE2F9BFC9333E5__7E78443B11344BF0F968C618C031430EB57B3928, StartTime=2016.02.08-18.57.01, HierarchicalDDC, Duration=0.009913ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_954, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_176720D54276E75949AD259EE0EBBB2__775D389AF00B709BC64B7E561625E5A04762E493, StartTime=2016.02.08-18.57.01, HierarchicalDDC, Duration=0.009578ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdF34D64C945B3FFC3759CFCBF280BEC3D_955, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_0A7045154F61B3DDB5C39A86498EFF0__373B990B481079038959495C2EA065525A30CD60, StartTime=2016.02.08-18.57.01, HierarchicalDDC, Duration=0.009246ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionId2013B68E4522F40886A28CA01AFEE968_82, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_D35A829C43F5953E459F40BAC5371__096EDF8A468011EB5D9339286116DE56F9E51644, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=8.861366ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_74, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_967562934F58E732A0036A89C5298__B1BEB18C54161257B9CCBC3EAB695AFC852E7C95, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=6.547838ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionId2013B68E4522F40886A28CA01AFEE968_83, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_D35A829C43F5953E459F40BAC5371__55C8E7BF5E0B4398ADD8D5B141C3D663E43CC839, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.612736ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionId2013B68E4522F40886A28CA01AFEE968_84, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_D35A829C43F5953E459F40BAC5371__AA309BA4907AF3B37E37912A12EC917C75BD7D14, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.141043ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionId2013B68E4522F40886A28CA01AFEE968_85, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_7B6E6DEF47C837FCBF026A82651DF__C99FD1C11E08B9B7B780C441B27576FEFB4CDCD2, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=7196 bytes, Retrieved=true, Duration=6.463606ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_63, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_967562934F58E732A0036A89C5298__F646DE5069B0C2272503CFEA8C5F432A06451CA1, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=7.026132ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionId2013B68E4522F40886A28CA01AFEE968_86, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_7B6E6DEF47C837FCBF026A82651DF__774F01894E629D55EFCCF0044F0BB8C7F5E7EDCF, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=1048841 bytes, Retrieved=true, Duration=12.188296ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_64, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_967562934F58E732A0036A89C5298__A6A0486F35ADE3BCFA33B7F3E9B2AF4F72879ECB, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=7.661000ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_65, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_46EE60D34C49E255E6F8338C0E105__7E9381EBC33231215E13872DCEAB21145E4AEB90, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=7196 bytes, Retrieved=true, Duration=6.880462ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_75, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EC0408E9421E7B4F601411BAB78A5__128DC0C9424BAFB844BC380369FA6F73892FC272, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=6604 bytes, Retrieved=true, Duration=11.601325ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionId2013B68E4522F40886A28CA01AFEE968_87, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_7B6E6DEF47C837FCBF026A82651DF__9422C4EDFE837EE13E1F5C81C074BBECFE0E9AD4, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=9.511754ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_66, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_46EE60D34C49E255E6F8338C0E105__F4F7763FE0D500794C9D3D32C355816570FE310D, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=1048841 bytes, Retrieved=true, Duration=7.088229ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_76, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EC0408E9421E7B4F601411BAB78A5__810350D23DB21478160046B1BBE338FBDA516DAB, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=1.196072ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_77, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EC0408E9421E7B4F601411BAB78A5__0B3028FEB1B99F110A4CEA54968EFC0E40DC8049, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.099756ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_78, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F621447F4EFC925575A2D59F31D07__95864F9F9CDC01F38C2431231D4A4B83E9C92ED5, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=6014 bytes, Retrieved=true, Duration=5.626921ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionId2013B68E4522F40886A28CA01AFEE968_88, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_7B6E6DEF47C837FCBF026A82651DF__1EC3A64401007B47D98CF1B98E3E272A8912C7D5, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=5.383808ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_67, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_46EE60D34C49E255E6F8338C0E105__C9E188C7D20BA0F70FB0C8D8D6BF3798D4776894, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=5.422454ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_79, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_48AA15814A5E167A65291CB49EDD6102__52F9D89BA4CAA9186E6221C3948D3A01AD5D2C32, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=4437 bytes, Retrieved=true, Duration=7.890899ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionId2013B68E4522F40886A28CA01AFEE968_89, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_7B6E6DEF47C837FCBF026A82651DF__2C751ABEADD17C2F04BDE507328903654073FD66, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=7.642832ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_68, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_46EE60D34C49E255E6F8338C0E105__6B0B6EF890EE0CA6FD80FC444FAFDEB327CAF074, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=7.432751ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_80, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_48AA15814A5E167A65291CB49EDD6102__BEA16FC9295413C6EC56FC2AFD8F944D4EAB5441, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=524550 bytes, Retrieved=true, Duration=4.750259ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionId2013B68E4522F40886A28CA01AFEE968_90, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_EAA4FA6A4981EE17277A3CB594F8A62F__816A3624E8B6B7EF9AE93399EC10A132042CF8E6, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=4437 bytes, Retrieved=true, Duration=7.233903ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_69, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_46EE60D34C49E255E6F8338C0E105__09F6F4337FA312370B835AC9243C11334A3F0727, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=7.209461ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_81, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_48AA15814A5E167A65291CB49EDD6102__1AA3F7A0E4A97BD75F8B52985409B7CC55C6EAFF, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=131332 bytes, Retrieved=true, Duration=3.761958ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionId2013B68E4522F40886A28CA01AFEE968_91, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_EAA4FA6A4981EE17277A3CB594F8A62F__EC268D2173BB87923D18193E667315A7785E87E0, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=524550 bytes, Retrieved=true, Duration=4.426222ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_70, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_DBD3F3E9411F51683AF2D4AC86521F1A__A6C3C5006CA281B737FE2436A1D9B753852B955B, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=4437 bytes, Retrieved=true, Duration=5.552269ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_82, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_48AA15814A5E167A65291CB49EDD6102__62E3937390BFDD04E33A5286F8674756FBF8DCF6, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=4.539188ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionId2013B68E4522F40886A28CA01AFEE968_92, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_EAA4FA6A4981EE17277A3CB594F8A62F__410206C05BC70ACD9E25302DA6829C42E2878068, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=131332 bytes, Retrieved=true, Duration=2.156626ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_71, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_DBD3F3E9411F51683AF2D4AC86521F1A__32EA940E61641948542A5E75564F8CC9F4CD981A, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=524550 bytes, Retrieved=true, Duration=4.048672ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_83, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_48AA15814A5E167A65291CB49EDD6102__21F355B89D82E8986A3E1E9822D745304ABC38A3, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=1.888741ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionId2013B68E4522F40886A28CA01AFEE968_93, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_EAA4FA6A4981EE17277A3CB594F8A62F__1ACF56A9B65929D9D1C306B142E1B5524E50277B, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=12.287062ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_84, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_17D593DC4BC574EA31D78EBB114671CD__F44AB7C0E57B51C3F523C06E92B864552A608DFE, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=4437 bytes, Retrieved=true, Duration=8.944605ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_72, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_DBD3F3E9411F51683AF2D4AC86521F1A__50528192AE0AD3F214A5D5EE8D73B098ECBEEC62, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=131332 bytes, Retrieved=true, Duration=9.746608ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdA5E3DEC143CD488F6F108BBD5A532E64_85, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_17D593DC4BC574EA31D78EBB114671CD__E1FE3039B19F5F30E00FB3AB9F331CFDC5917174, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=524550 bytes, Retrieved=true, Duration=3.028326ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionId2013B68E4522F40886A28CA01AFEE968_94, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_EAA4FA6A4981EE17277A3CB594F8A62F__1AF7FF3CEF9DAF4E6534C6E595C605CC892B0B94, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=0.115279ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionId2013B68E4522F40886A28CA01AFEE968_95, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_205485D542ACA02A1338BCA6A28AC8D5__0F96101729A34E5507CA2E180FBF467B11FEC3E2, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=3851 bytes, Retrieved=true, Duration=9.773694ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
DDCTransactionIdFF7399504C442A122AEA6EAFDCB460C4_73, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_DBD3F3E9411F51683AF2D4AC86521F1A__5C2CD53D13609320C737D7B50F19945DD4418353, StartTime=2016.02.08-18.57.01, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=9.627696ms, RunGuid=RunID48B2541E49C11518C6E208B5A1CA159A
